"Topic_No","Topic_Name","% of Corpus","SRPV_Share","sumSRPV","Date","Market","Matched_50_Top_10","Matched_60_Top_3","Matched_60_Top_5","Top_20_Words"
0,"['woman', 'men', 'shoe']",2.1,2.3,394837,2018-11-15,"en-GB",0.203838461,0.315979403,0.176671348,"woman | men | shoe | dress | clothing | shop | boot | style | jacket | range | fashion | size | online | coat | debenhams | collection | discover | bag | shirt | wide"
25,"['phone', 'mobile', 'samsung']",0.8,0.9,104421,2018-11-18,"en-GB",0.107744811255049,0.518665552305335,0.24630867808887,"phone | mobile | samsung | galaxy | sim | android | tablet | broadband | app | deal | device | pay | contract | smartphone | compare | network | best | camera | smart | huawei"
26,"['dog', 'pet', 'puppy']",1,0.7,81648,2018-11-18,"en-GB",0.105308295135295,0.390122726600621,0.241845334910543,"dog | pet | puppy | cat | animal | breed | rescue | rehome | rehoming | sell | kennel | petshomes | food | terrier | training | owner | breeder | forever | advertise | buy"
27,"['service', 'customer', 'contact']",1.4,1.1,130697,2018-11-18,"en-GB",0.0348519969640403,0.345832735030462,0.106750907710927,"service | customer | contact | bus | support | cooky | offer | business | provide | repair | help | website | provider | access | local | online | providing | provides | information | banking"
28,"['health', 'mental', 'safety']",1.7,1.1,122258,2018-11-18,"en-GB",0.0694961081523966,0.338598934862761,0.21279803359279,"health | care | social | mental | patient | hospital | safety | people | medical | practice | nursing | support | treatment | healthcare | information | act | nurse | doctor | wellbeing | public"
29,"['number', 'fraction', 'factor']",1.2,1,115826,2018-11-18,"en-GB",0.00178327427684754,0.139813335186086,0.0400657727135876,"number | fraction | factor | phone | prime | decimal | digit | square | lotto | plate | contact | math | lottery | divide | multiply | telephone | value | result | integer | answer"
30,"['child', 'kid', 'need']",1.4,1,111904,2018-11-18,"en-GB",0.0595360668645146,0.309389699796096,0.143581046978782,"child | kid | family | parent | young | learning | age | adult | year | activity | development | resource | early | childrens | need | people | fun | teacher | education | support"
31,"['card', 'credit', 'payment']",0.8,1.1,121617,2018-11-18,"en-GB",0.00412664532194948,0.297047314123088,0.092031305585201,"card | credit | greeting | debit | balance | birthday | payment | graphic | sim | memory | money | reward | transfer | pay | solitaire | purchase | point | travel | loan | design"
32,"['holiday', 'cottage', 'book']",1.1,1.5,168126,2018-11-18,"en-GB",0.0334536000424471,0.279460922162678,0.095877327956704,"holiday | cottage | beach | cruise | break | travel | destination | inclusive | family | calendar | package | deal | date | resort | island | accommodation | villa | discover | tui | offer"
33,"['google', 'map', 'chrome']",0.7,2.2,252289,2018-11-18,"en-GB",0.109311899627524,0.404312879827485,0.221329151146834,"google | chrome | search | web | browser | webpage | gmail | android | map | image | apps | exactly | app | play | feature | help | special | world | engine | looking"
34,"['train', 'ticket', 'bus']",1.3,1.1,131747,2018-11-18,"en-GB",0.178346564467561,0.344785108130304,0.281823159047358,"ticket | train | bus | station | travel | rail | trainline | cheap | tour | journey | event | theatre | route | europe | railway | buy | timetable | retailer | independent | date"
35,"['sale', 'used', 'new']",1.5,1.3,147475,2018-11-18,"en-GB",0.194159056316591,0.586567732115677,0.410616438356164,"sale | used | gumtree | classified | dealer | site | sell | van | ford | search | hand | bike | bmw | second | vehicle | item | motor | ireland | local | buy"
36,"['rate', 'currency', 'exchange']",0.7,0.6,64700,2018-11-18,"en-GB",0.240124875341456,0.330399340935698,0.300958244807701,"rate | pound | exchange | currency | gbp | dollar | convert | british | conversion | usd | euro | sterling | converter | eur | calculator | chart | foreign | money | stone | kilogram"
37,"['black', 'friday', 'deal']",0.9,0.8,89768,2018-11-18,"en-GB",0.178100731479393,0.36319401926981,0.269293977378919,"black | friday | deal | best | white | offer | monday | cyber | november | sale | discount | big | ops | laptop | exclusive | xbox | curry | retailer | bargain | cock"
38,"['use', 'make', 'work']",4.6,2.7,316758,2018-11-18,"en-GB",0.0256795519737741,0.129366330978133,0.0770386559213222,"use | make | work | need | help | way | want | just | right | water | change | used | using | best | know | doe | good | different | learn | thing"
39,"['file', 'open', 'pdf']",1,0.9,106693,2018-11-18,"en-GB",0.0786444450953399,0.313259717055739,0.154271989689816,"file | open | folder | pdf | format | drive | document | click | program | convert | computer | data | extension | text | software | select | backup | delete | disk | application"
40,"['university', 'student', 'course']",1.5,1.4,159563,2018-11-18,"en-GB",0.101958136394328,0.415722967107167,0.223613388637021,"university | student | course | college | learning | education | study | research | degree | training | library | campus | academic | staff | science | teaching | undergraduate | postgraduate | ranking | skill"
41,"['recipe', 'cake', 'food']",2.3,1.7,190931,2018-11-18,"en-GB",0.0824553872570062,0.204268105721469,0.0636904396884773,"food | recipe | cake | chicken | chocolate | make | delicious | dish | cook | easy | oven | add | cooking | healthy | oil | meal | sugar | sauce | minute | potato"
42,"['image', 'stock', 'photo']",1,0.8,90000,2018-11-18,"en-GB",0.371748790082925,0.600147171199728,0.417088840460759,"image | photo | stock | vector | million | picture | affordable | royalty | royaltyfree | illustration | search | shutterstock | collection | commercial | cartoon | attribution | thousand | stunning | highquality | required"
43,"['gift', 'perfect', 'birthday']",0.7,0.7,76768,2018-11-18,"en-GB",0.125969438685403,0.466482377332412,0.229862550871535,"gift | perfect | idea | birthday | personalised | present | item | box | unique | selection | shipping | occasion | hamper | wedding | voucher | mug | chocolate | largest | bag | set"
44,"['bbc', 'radio', 'live']",0.8,1.4,161719,2018-11-18,"en-GB",0.0283983849259758,0.268808882907133,0.143876177658143,"bbc | radio | iplayer | station | programme | listen | strictly | dancing | audio | presenter | channel | broadcast | bitesize | dab | internet | television | come | listing | sport | broadcasting"
45,"['live', 'england', 'croatia']",1,1.6,180875,2018-11-18,"en-GB",0.121153241706432,0.14784124353516,0.18118695888219,"live | england | croatia | watch | channel | stream | match | itv | cup | streaming | chat | cam | webcam | xbox | semifinal | sport | nation | score | world | highlight"
46,"['book', 'author', 'isbn']",1.2,0.9,109157,2018-11-18,"en-GB",0.0768913531595106,0.297965449296614,0.142006140310681,"book | story | author | isbn | read | library | reading | everyday | novel | low | fiction | film | cinema | harry | kindle | potter | page | edition | series | comic"
47,"['iphone', 'apple', 'ipad']",0.6,0.6,68829,2018-11-18,"en-GB",0.142253456432869,0.599283450461623,0.271875430618713,"iphone | apple | ipad | itunes | ipod | case | device | icloud | mac | app | screen | touch | apps | transfer | battery | android | watch | phone | max | iphones"
48,"['definition', 'synonym', 'thesaurus']",1.7,1.4,156538,2018-11-18,"en-GB",0.339499548605788,0.650825284889366,0.348612601563698,"synonym | definition | thesaurus | antonym | alternative | thesauruscom | descriptive | dictionary | online | translation | english | meaning | pronunciation | collins | heard | web | define | example | synonymscom | instead"
49,"['london', 'street', 'east']",1.2,1,120087,2018-11-18,"en-GB",0.0267586206896552,0.181011494252874,0.0651724137931034,"london | theatre | street | city | kingdom | united | england | west | east | station | road | south | royal | tower | central | underground | event | bridge | king | heathrow"
50,"['amazon', 'prime', 'kindle']",1,0.9,105018,2018-11-18,"en-GB",0.0530311982982746,0.275939494209407,0.0839931458284094,"amazon | prime | kindle | echo | alexa | tablet | eligible | amazoncouk | app | device | order | delivery | apps | dvd | buy | store | everyday | low | unlimited | isbn"
51,"['day', 'argo', 'week']",1.1,1.1,122954,2018-11-18,"en-GB",0.336241861458,0.487405272707866,0.361884939694738,"day | argo | week | fast | delivery | set | collection | store | calendar | date | hour | month | return | november | thousand | year | countdown | open | argoscouk | december"
52,"['cell', 'blood', 'cause']",2.6,1.6,180142,2018-11-18,"en-GB",0.0358309093138074,0.158034928171008,0.0924916691742731,"cell | blood | body | cause | pain | plant | symptom | disease | heart | pressure | cancer | animal | muscle | type | tissue | function | red | treatment | skin | protein"
53,"['girl', 'baby', 'boy']",1,0.8,92995,2018-11-18,"en-GB",0.0366547351480341,0.257387829850995,0.122783651044702,"girl | boy | baby | teen | young | hot | nude | sexy | little | old | dress | naked | escort | cute | sex | pussy | love | chat | beautiful | pic"
54,"['music', 'youtube', 'album']",1.5,1.5,169210,2018-11-18,"en-GB",0.0625024460882157,0.371355328558569,0.186548471684083,"music | youtube | album | listen | sheet | piano | track | artist | sound | record | play | band | stream | musical | official | itunes | radio | spotify | rock | dance"
55,"['light', 'led', 'lighting']",1.1,0.8,87648,2018-11-18,"en-GB",0.0739005513421168,0.315895736805322,0.191546087541739,"light | led | lighting | bulb | lamp | ceiling | outdoor | switch | battery | white | energy | wall | solar | fairy | night | candle | sensor | color | blue | fitting"
56,"['restaurant', 'review', 'tripadvisor']",1.8,1.5,169611,2018-11-18,"en-GB",0.292439974042829,0.564730694354315,0.4739941596366,"review | restaurant | tripadvisor | best | pub | menu | traveller | bar | rated | read | price | dining | unbiased | ranked | attraction | photo | rating | cuisine | inn | food"
57,"['gcse', 'paper', 'math']",1.2,1.1,123152,2018-11-18,"en-GB",0.134403209628887,0.190688344102074,0.177182710923468,"paper | gcse | math | question | exam | aqa | resource | test | revision | english | mark | edexcel | teacher | level | science | scheme | language | answer | student | worksheet"
58,"['sky', 'sport', 'channel']",0.7,1.1,123374,2018-11-18,"en-GB",0.0293910083440574,0.251151978081282,0.123458840134501,"sky | sport | broadband | box | channel | horse | virgin | racing | package | listing | guide | app | freeview | customer | watch | entertainment | fibre | yahoo | bet | medium"
59,"['shoe', 'boot', 'men']",0.9,0.8,93359,2018-11-18,"en-GB",0.0810144645521178,0.458454952325355,0.244956865797496,"shoe | boot | men | bag | size | nike | trainer | adidas | leather | heel | footwear | woman | style | ankle | shop | sandal | kid | air | wide | pair"
60,"['office', 'microsoft', 'excel']",0.7,1.3,152358,2018-11-18,"en-GB",0.0950797872340426,0.302692819148936,0.176238364361702,"office | microsoft | excel | powerpoint | version | onedrive | document | xbox | onenote | outlook | presentation | spreadsheet | collaborate | edge | post | software | key | install | browser | surface"
61,"['inch', 'convert', 'foot']",0.9,0.6,70864,2018-11-18,"en-GB",0.131983909073495,0.163367601047187,0.120586169465551,"inch | foot | convert | conversion | centimeter | calculator | unit | meter | size | length | equal | table | formula | millimeter | metric | smart | converter | height | metre | measurement"
62,"['episode', 'season', 'series']",1.5,1.5,168976,2018-11-18,"en-GB",0.056557913433673,0.440029914929419,0.262410021501356,"episode | season | series | watch | celebrity | cast | star | itv | television | doctor | drama | strictly | fortnite | actor | dancing | character | jungle | netflix | american | anime"
63,"['account', 'bank', 'banking']",1,2.4,276466,2018-11-18,"en-GB",0.115953152538518,0.296804821195065,0.234322587981125,"account | bank | banking | sign | online | saving | money | credit | manage | log | access | loan | payment | create | personal | current | mortgage | register | lloyd | barclays"
64,"['toy', 'kid', 'lego']",0.8,1,109736,2018-11-18,"en-GB",0.0653008035908202,0.335408672989213,0.112321725910374,"toy | kid | lego | baby | smyths | doll | store | fun | set | disney | boy | figure | play | soft | shopping | wooden | argo | little | toddler | argoscouk"
65,"['club', 'golf', 'course']",0.9,0.7,79613,2018-11-18,"en-GB",0.0160038944838288,0.219003864058174,0.0982444397115648,"club | golf | course | member | rugby | event | swimming | tour | pool | tee | welcome | golfer | hole | membership | sport | leisure | ball | gym | championship | fitness"
66,"['world', 'war', 'country']",2,1.8,212804,2018-11-18,"en-GB",0.0320252913323315,0.317360855141909,0.0974793728203238,"war | world | country | british | star | history | battle | state | army | united | largest | german | soldier | military | germany | britain | france | cup | royal | england"
67,"['new', 'year', 'old']",1.4,1.2,140122,2018-11-18,"en-GB",0.0101489310593322,0.381315557690768,0.13377772439747,"new | year | york | old | city | zealand | month | age | calendar | event | ago | eve | release | date | born | look | early | brand | film | come"
68,"['time', 'table', 'zone']",1,0.8,97993,2018-11-18,"en-GB",0.015979667552803,0.157547252490433,0.0779994741608483,"time | table | opening | hour | zone | clock | cinema | sunday | date | minute | multiplication | sunrise | film | current | sunset | local | dst | gmt | long | daylight"
69,"['park', 'parking', 'street']",0.9,1.3,150736,2018-11-18,"en-GB",0.102323934595082,0.242049697437878,0.157461053173684,"park | parking | airport | street | charge | pay | caravan | garage | space | centre | national | meter | private | display | hour | station | ride | south | located | terminal"
70,"['driver', 'printer', 'computer']",1.4,1.1,127642,2018-11-18,"en-GB",0.0318206472608931,0.135056951726632,0.104421543221037,"driver | printer | computer | laptop | software | device | wireless | usb | drive | camera | canon | print | network | desktop | support | intel | epson | update | ink | connect"
71,"['tax', 'income', 'pay']",0.8,0.7,75171,2018-11-18,"en-GB",0.0561640968394614,0.279913486360148,0.12921230726296,"tax | council | pay | income | vehicle | rate | pension | hmrc | allowance | benefit | payment | credit | band | calculator | year | claim | april | personal | salary | housing"
72,"['video', 'instagram', 'post']",1.5,1.6,179058,2018-11-18,"en-GB",0.42200822737472,0.617969334330591,0.457685115931189,"video | instagram | youtube | post | photo | follower | channel | tweet | family | friend | share | love | upload | content | official | subscribe | enjoy | queue | latest | fun"
73,"['insurance', 'policy', 'cover']",0.6,0.7,82035,2018-11-18,"en-GB",0.111231154545008,0.306732799685704,0.218730049599764,"insurance | cover | quote | policy | travel | compare | claim | pet | money | insurer | national | financial | life | cost | van | driver | home | customer | vehicle | need"
74,"['art', 'artist', 'print']",1.3,0.9,103556,2018-11-18,"en-GB",0.0506069300375193,0.329551975281395,0.168483778415361,"art | artist | print | painting | design | gallery | craft | wall | drawing | canvas | poster | artwork | museum | paint | work | exhibition | draw | idea | fine | theatre"
0,"['company', 'limited', 'registered']",2.4,1.6,282231,2018-11-19,"en-GB",0.371520122500195,0.552952268876585,0.447458900759246,"company | limited | registered | address | history | filing | house | information | annual | officer | return | activity | director | charge | financial | office | contact | registration | network | summary"
1,"['porn', 'video', 'sex']",2.2,2.2,404454,2018-11-19,"en-GB",0.609741582549383,0.777541257524777,0.686267328923375,"porn | video | sex | xxx | tube | quality | movie | pornhubcom | watch | clip | growing | relevant | high | collection | discover | pornhub | scene | teen | gay | xhamster"
2,"['ebay', 'shop', 'great']",3,2.7,484096,2018-11-19,"en-GB",0.914604775861677,0.953581896257924,0.941846727103356,"ebay | shop | great | deal | confidence | selection | toy | item | kit | bag | shipping | set | bike | feed | vintage | shopping | accessory | model | glass | perfect"
3,"['job', 'apply', 'hiring']",1.7,1.7,298627,2018-11-19,"en-GB",0.542253659495039,0.705059436093919,0.576687297376953,"job | apply | hiring | indeedcouk | site | largest | world | totaljobs | career | vacancy | noticed | recruitment | latest | search | instant | salary | match | manager | reedcouk | today"
4,"['property', 'sale', 'agent']",1.4,1,186211,2018-11-19,"en-GB",0.564842285144661,0.727315880663613,0.644850829516056,"property | sale | agent | estate | flat | rent | house | rightmove | bedroom | portal | search | developer | letting | datadriven | buy | leading | zoopla | primelocation | largest | browse"
5,"['school', 'primary', 'academy']",1.9,1.9,343376,2018-11-19,"en-GB",0.0711434312850874,0.401557135519451,0.214232290737387,"school | primary | academy | pupil | secondary | education | college | term | teacher | comparison | high | welcome | parent | girl | catholic | date | list | boy | community | independent"
6,"['window', 'microsoft', 'update']",1.6,2,366886,2018-11-19,"en-GB",0.0745752143413874,0.396186022343466,0.163751623798389,"window | computer | microsoft | update | driver | version | install | software | screen | laptop | app | desktop | setting | click | printer | device | bit | server | program | user"
7,"['centre', 'city', 'manchester']",1.3,1.1,189858,2018-11-19,"en-GB",0.0109711823609984,0.242961820285384,0.0850166894955916,"centre | city | manchester | garden | street | glasgow | birmingham | west | town | edinburgh | located | york | location | north | leisure | road | leeds | event | bus | area"
8,"['christmas', 'tree', 'festive']",1.5,1.4,245658,2018-11-19,"en-GB",0.0233229600835852,0.299816876565818,0.124231836514588,"christmas | tree | festive | decoration | santa | market | party | shipping | perfect | carol | item | selection | largest | season | december | craft | xmas | jumper | ebay | ornament"
9,"['care', 'home', 'nursing']",1.1,0.7,128232,2018-11-19,"en-GB",0.0595944333996024,0.358823061630219,0.180485089463221,"care | social | nursing | residential | support | dementia | adult | patient | people | dental | healthcare | carehomecouk | worker | nurse | provider | health | inspection | quality | carers | need"
10,"['game', 'play', 'online']",2,2.6,466125,2018-11-19,"en-GB",0.0768701356081977,0.445000509805254,0.273357577405431,"game | play | xbox | online | fun | player | kid | math | best | unblocked | puzzle | console | fortnite | gaming | nintendo | playstation | video | board | playing | cool"
11,"['weather', 'forecast', 'temperature']",0.7,0.9,160389,2018-11-19,"en-GB",0.447865459249677,0.686440079971775,0.619263789250853,"weather | forecast | day | temperature | wind | rain | cloud | hourly | accuweathercom | report | warning | outlook | kingdom | united | precipitation | speed | pressure | minute | thursday | accurate"
12,"['number', 'phone', 'mobile']",1.2,1,171691,2018-11-19,"en-GB",0.0986924121118098,0.422209601905976,0.192176635177438,"number | phone | mobile | telephone | calling | called | contact | user | report | landline | area | digit | read | customer | searched | information | received | fraction | rating | check"
13,"['hotel', 'book', 'stay']",1.2,1.4,261123,2018-11-19,"en-GB",0.474978345301629,0.717091843862639,0.619547905781106,"hotel | book | review | tripadvisor | best | stay | candid | deal | room | inn | great | traveller | spa | photo | ranked | price | availability | luxury | read | accommodation"
14,"['news', 'latest', 'breaking']",1.6,3.5,627890,2018-11-19,"en-GB",0.187550944794368,0.705457047583761,0.384237548298312,"news | latest | breaking | sport | story | video | tweet | headline | bbc | analysis | update | daily | newspaper | celebrity | live | politics | traffic | newsnow | commentary | entertainment"
15,"['word', 'letter', 'document']",1.1,0.9,160190,2018-11-19,"en-GB",0.036266387328191,0.233882487382154,0.0777862425800717,"word | letter | document | list | scrabble | spelling | text | phrase | use | microsoft | template | page | sentence | writing | english | sound | language | write | click | synonym"
16,"['profile', 'linkedin', 'professional']",1.1,0.6,114806,2018-11-19,"en-GB",0.649907241455209,0.813020784202748,0.695028770870673,"profile | linkedin | professional | view | community | listed | complete | job | largest | named | connection | world | discover | similar | network | exchange | join | leverage | hired | idea"
17,"['email', 'password', 'account']",1.1,2.6,461281,2018-11-19,"en-GB",0.183745790874469,0.458482215066096,0.337318217242343,"email | password | login | address | username | mail | enter | log | outlook | access | click | reset | forgotten | send | user | forgot | message | yahoo | contact | using"
18,"['train', 'ticket', 'bus']",1.2,1.2,222868,2018-11-19,"en-GB",0.266996835487945,0.412238005364061,0.336772197703955,"ticket | train | bus | station | travel | rail | trainline | cheap | live | journey | europe | retailer | independent | route | railway | timetable | leading | tour | buy | fare"
19,"['tax', 'income', 'pay']",0.7,0.7,121507,2018-11-19,"en-GB",0.12596027730935,0.461612329023796,0.296468053213416,"tax | income | pay | hmrc | rate | allowance | pension | benefit | vehicle | payment | credit | vat | calculator | salary | claim | april | band | employer | employee | personal"
20,"['definition', 'synonym', 'thesaurus']",1.9,1.8,332267,2018-11-19,"en-GB",0.434666666666667,0.508488017429194,0.497943355119826,"definition | synonym | thesaurus | english | translation | dictionary | antonym | alternative | thesauruscom | descriptive | online | meaning | pronunciation | language | french | example | collins | phrase | acronym | mean"
21,"['flight', 'airport', 'airline']",0.8,0.8,150895,2018-11-19,"en-GB",0.315925363419397,0.563354306791061,0.452484269906704,"flight | airport | cheap | airline | book | compare | airway | travel | price | departure | heathrow | air | status | arrival | manchester | deal | ryanair | destination | cheapest | fly"
22,"['song', 'lyric', 'album']",1.3,0.9,166366,2018-11-19,"en-GB",0.107897962310403,0.55630458097135,0.27123231704203,"song | lyric | album | love | artist | baby | original | chord | meaning | print | version | single | video | kid | released | hit | little | band | girl | official"
23,"['code', 'discount', 'voucher']",1.1,1.3,235244,2018-11-19,"en-GB",0.202452796367113,0.337207217973231,0.305389579349904,"code | discount | voucher | promo | november | coupon | area | tested | country | valid | verified | money | offer | latest | saving | spend | deal | international | dialing | list"
24,"['service', 'customer', 'support']",1.3,1.1,198867,2018-11-19,"en-GB",0.0429513988102969,0.352819700236382,0.215938904330208,"service | customer | support | contact | offer | provide | repair | provider | bus | providing | provides | help | team | access | financial | advice | hire | client | specialist | solution"
25,"['time', 'table', 'zone']",1,0.8,151235,2018-11-19,"en-GB",0.0685578387256831,0.161907369069413,0.0852738378359882,"time | table | zone | clock | hour | opening | current | sunrise | sunset | minute | dst | gmt | date | cinema | daylight | sunday | difference | multiplication | moonrise | long"
26,"['music', 'youtube', 'album']",1.4,1.7,309954,2018-11-19,"en-GB",0.0394305527614404,0.366152680969906,0.212406660118576,"music | youtube | video | amazon | album | listen | sheet | artist | sound | piano | stream | channel | live | track | record | new | official | band | musical | play"
27,"['black', 'friday', 'deal']",0.8,0.8,150052,2018-11-19,"en-GB",0.221287557102896,0.409309532913405,0.302187518866596,"black | friday | deal | best | sale | monday | offer | discount | cyber | november | white | amazon | laptop | exclusive | xbox | ops | big | bargain | curry | retailer"
28,"['rate', 'currency', 'exchange']",0.7,0.6,109058,2018-11-19,"en-GB",0.312442933955564,0.435756315308918,0.385157755909506,"rate | currency | exchange | pound | gbp | dollar | british | convert | euro | usd | sterling | eur | converter | conversion | foreign | chart | money | live | calculator | stone"
29,"['london', 'street', 'east']",1.3,1.2,220464,2018-11-19,"en-GB",0.0292478927750432,0.212475810745873,0.0706261282907126,"london | street | theatre | station | kingdom | east | restaurant | england | united | road | south | west | borough | bridge | tower | central | underground | royal | king | event"
30,"['card', 'credit', 'payment']",0.8,1.1,204419,2018-11-19,"en-GB",0.0367385493498402,0.303193520509677,0.114114596941134,"card | credit | payment | debit | greeting | balance | sim | pay | money | birthday | loan | reward | graphic | transfer | apply | purchase | online | travel | visa | memory"
31,"['delivery', 'store', 'buy']",2.5,3,546912,2018-11-19,"en-GB",0.538470354265682,0.630687295648363,0.608089796743857,"delivery | store | buy | online | order | product | range | price | amazon | shop | book | shopping | low | argo | day | eligible | today | selection | fast | collection"
32,"['work', 'project', 'management']",2.9,1.9,339265,2018-11-19,"en-GB",0.0161944986940869,0.0913139132685475,0.0438304430692487,"work | project | management | design | help | need | make | group | way | development | support | building | plan | process | team | working | software | new | research | life"
33,"['child', 'kid', 'need']",1.5,1.1,201510,2018-11-19,"en-GB",0.0419157037233807,0.33497144375083,0.161254261300748,"child | young | kid | family | parent | adult | age | learning | baby | childrens | safeguarding | activity | toy | people | development | support | early | abuse | need | book"
34,"['home', 'furniture', 'door']",1,1.1,190564,2018-11-19,"en-GB",0.00810304752066116,0.147194602272727,0.0640818698347107,"home | furniture | door | garden | kitchen | room | nursing | housing | residential | new | bed | bedroom | diy | house | living | bathroom | family | wall | design | improvement"
35,"['crossword', 'clue', 'answer']",0.5,0.5,89639,2018-11-19,"en-GB",0.528235334406356,0.732406424437519,0.674531694120064,"crossword | clue | answer | puzzle | solver | synonym | anagram | solution | daily | possible | question | related | seen | definition | solve | spotted | mirror | able | quiz | cryptic"
36,"['data', 'use', 'cooky']",1.3,1.3,229720,2018-11-19,"en-GB",0.158978626720562,0.413159493804655,0.356740905128002,"cooky | data | use | website | site | information | web | experience | computer | policy | page | cookie | access | browser | allow | click | using | internet | content | user"
37,"['file', 'open', 'pdf']",1.1,1.2,225517,2018-11-19,"en-GB",0.0882762892984358,0.344401424810283,0.160182747405916,"file | open | pdf | folder | format | document | program | click | text | extension | computer | convert | drive | software | select | excel | want | application | type | adobe"
38,"['woman', 'men', 'shoe']",1.9,1.9,347431,2018-11-19,"en-GB",0.232253986342714,0.397183073512522,0.204601098636942,"woman | men | shoe | boot | clothing | jacket | shop | coat | style | range | size | fashion | bag | nike | leather | online | adidas | trainer | lady | selection"
39,"['holiday', 'cottage', 'book']",0.9,1.3,237945,2018-11-19,"en-GB",0.01803749182591,0.398913754268691,0.143173726658432,"holiday | cottage | book | travel | date | break | term | beach | cruise | calendar | destination | family | inclusive | package | island | resort | accommodation | tour | discover | ski"
40,"['dog', 'pet', 'puppy']",0.9,0.7,124690,2018-11-19,"en-GB",0.0663034105711193,0.358431027207515,0.222191645109802,"dog | pet | puppy | cat | animal | breed | rescue | rehome | kennel | rehoming | vet | sell | food | petshomes | grooming | owner | toy | terrier | veterinary | breeder"
41,"['movie', 'watch', 'online']",1.5,1.8,321828,2018-11-19,"en-GB",0.100721600968111,0.435033502902091,0.325157430024875,"movie | watch | online | film | episode | series | cinema | season | channel | streaming | putlocker | trailer | netflix | stream | best | queue | subtitle | star | dvd | sky"
42,"['football', 'sport', 'league']",1.4,1.6,292411,2018-11-19,"en-GB",0.154559109486161,0.350546673963415,0.293340940581954,"football | league | sport | club | team | fixture | rugby | result | premier | cup | score | player | match | live | sky | season | england | table | uefa | soccer"
43,"['house', 'price', 'average']",1.2,0.8,137322,2018-11-19,"en-GB",0.445571640259888,0.57285136213382,0.48231790721532,"house | price | average | sold | road | property | postcode | checker | value | data | tool | exactly | information | rightmove | based | registry | land | current | street | address"
44,"['opening', 'map', 'contact']",1.6,1.1,191350,2018-11-19,"en-GB",0.714807849637161,0.800146622892296,0.766943975180357,"map | opening | contact | direction | local | search | photo | yell | review | video | hour | road | phone | street | address | driving | time | submit | postcode | location"
45,"['google', 'map', 'chrome']",0.7,2.3,412282,2018-11-19,"en-GB",0.103334370586686,0.337266917203246,0.199200517030902,"google | map | chrome | search | web | webpage | gmail | browser | image | android | exactly | feature | view | help | app | apps | special | driving | looking | world"
46,"['bank', 'banking', 'account']",0.8,1.9,335908,2018-11-19,"en-GB",0.0731111687413555,0.361103907330567,0.211186030428769,"bank | banking | lloyd | financial | loan | mortgage | barclays | plc | branch | scotland | money | online | credit | hsbc | internet | personal | authority | investment | natwest | finance"
47,"['sale', 'used', 'new']",1.7,1.4,251285,2018-11-19,"en-GB",0.119103879400592,0.549357421310282,0.38460004586287,"sale | used | new | dealer | gumtree | ford | vehicle | van | bmw | classified | motor | hand | sell | model | range | audi | bike | second | auto | site"
48,"['facebook', 'people', 'connect']",1.3,1.9,334521,2018-11-19,"en-GB",0.536023598184341,0.600258610239349,0.558571178427596,"facebook | people | connect | power | know | join | named | share | view | friend | profile | family | tweet | log | instagram | post | make | page | video | follower"
49,"['insurance', 'policy', 'cover']",0.7,0.8,144759,2018-11-19,"en-GB",0.0918891431477244,0.395550470378846,0.242537503178235,"insurance | policy | cover | quote | travel | compare | claim | national | broker | insurer | life | financial | driver | pet | pay | customer | liability | need | cost | money"
50,"['cell', 'blood', 'cause']",2.9,2,360756,2018-11-19,"en-GB",0.0504813764016894,0.150128347460365,0.120881573768951,"blood | pain | cause | symptom | body | disease | heart | treatment | cancer | pressure | skin | muscle | condition | common | infection | type | effect | diabetes | patient | drug"
51,"['business', 'management', 'marketing']",1,0.9,170519,2018-11-19,"en-GB",0.0132631365799332,0.193479801559178,0.0606628193446053,"business | small | directory | customer | marketing | management | finance | market | solution | local | accounting | enterprise | commercial | industry | strategy | owner | vat | looking | firm | banking"
52,"['gcse', 'paper', 'math']",1.1,1,178107,2018-11-19,"en-GB",0.144938346780332,0.191627340538895,0.175019028771503,"paper | gcse | math | exam | question | resource | aqa | revision | level | teacher | edexcel | mark | student | english | science | scheme | language | teaching | worksheet | mathematics"
53,"['law', 'court', 'act']",1.6,1.2,209528,2018-11-19,"en-GB",0.0239636629424663,0.193463506317218,0.067641223765271,"law | court | act | legal | pension | solicitor | case | state | regulation | right | change | police | government | criminal | firm | rule | public | section | wale | scotland"
54,"['office', 'microsoft', 'excel']",0.8,1.1,200478,2018-11-19,"en-GB",0.0679651001557267,0.329159289203661,0.090982784734518,"office | microsoft | post | excel | powerpoint | outlook | version | onedrive | onenote | document | spreadsheet | presentation | collaborate | furniture | registered | chair | install | head | desk | passport"
55,"['university', 'student', 'course']",1.3,1.4,257671,2018-11-19,"en-GB",0.0779393717851641,0.488811718321627,0.252708948014308,"university | student | college | research | study | degree | education | campus | library | academic | staff | course | science | undergraduate | ranking | postgraduate | oxford | learning | accommodation | graduate"
56,"['health', 'mental', 'safety']",1.1,0.8,146160,2018-11-19,"en-GB",0.0520597085723603,0.414165221387172,0.115577889447236,"health | mental | safety | wellbeing | social | public | people | risk | assessment | problem | work | illness | community | occupational | healthcare | physical | fitness | act | healthy | workplace"
